Instance,Income
112107,120630.4587911840
112108,77137.4250029163
112109,18453.9723912037
112110,43800.1610685612
112111,24255.8422689239
112112,49474.6269458868
112113,55168.8524774555
112114,44825.0272443767
112115,23651.1470806515
112116,42982.3002799675
112117,66200.5665769479
112118,22480.2613078403
112119,23965.8345064763
112120,519350.7308653610
112121,106908.8263144840
112122,424554.0414301510
112123,220166.6081418970
112124,52836.1771915985
112125,154418.5283749270
112126,195927.9135676510
112127,14087.5661021190
112128,23022.7108649495
112129,103460.8954202950
112130,83854.1784476781
112131,38576.5878111156
112132,67353.3640854104
112133,207924.9056907580
112134,34664.7841483249
112135,10027.3792398010
112136,42053.8964630670
112137,20497.5250197210
112138,41868.6258185786
112139,52847.1845881481
112140,19476.0599684349
112141,34861.9716879011
112142,73460.8162390255
112143,192606.4984182510
112144,16461.9367347369
112145,18734.4729201650
112146,40765.7404079826
112147,258902.5953884570
112148,39217.9644916654
112149,54602.1950771931
112150,16177.9605868869
112151,326960.6016328050
112152,95558.8924462085
112153,43907.8304235069
112154,41583.1844310564
112155,76789.7170502392
112156,55178.5952512865
112157,98661.9554777048
112158,28608.4436958568
112159,237270.7183132800
112160,37561.3845972478
112161,131442.3584680060
112162,78490.0036005694
112163,24225.5686753717
112164,36771.4931427537
112165,114934.6584030920
112166,35708.0444550195
112167,31169.0461423072
112168,35795.8247143652
112169,270254.0611434400
112170,239751.8572353470
112171,38612.8078807551
112172,15354.5200030410
112173,137490.9015166870
112174,23394.7018067313
112175,28298.4419234551
112176,24697.3172212383
112177,79454.3043297563
112178,13873.8613182455
112179,23598.9080195866
112180,22277.5207773650
112181,14428.5676094367
112182,233745.4127419080
112183,94898.9523697956
112184,11802.6592918061
112185,279538.6947365550
112186,17882.3171628076
112187,131444.4888920420
112188,88977.8196493043
112189,31459.9929278859
112190,56948.6311096526
112191,85682.2406407386
112192,252709.2228023740
112193,22424.5408041464
112194,190704.0156607290
112195,36640.8183133641
112196,23343.1453350568
112197,209349.3879844300
112198,22786.7977892429
112199,32582.1572233832
112200,40467.7526698725
112201,249300.3121962960
112202,121210.7873991770
112203,20136.7615692796
112204,24089.9704007874
112205,11878.2491646115
112206,109417.7934552890
112207,315657.9854082450
112208,46096.3386238202
112209,445869.8789930390
112210,41977.5789581790
112211,219697.8410122080
112212,35975.7618195622
112213,29790.7420367421
112214,233911.8281698300
112215,52367.7576537898
112216,99508.8756400990
112217,26075.6869896163
112218,28252.6447808337
112219,347480.9670597250
112220,37271.3718572802
112221,14942.0069336415
112222,28529.1771934001
112223,46189.1102681581
112224,119379.9717072860
112225,23323.3603925605
112226,74014.4472107392
112227,52844.0751888373
112228,108154.4673704220
112229,42230.1923873271
112230,182829.5161210420
112231,8227.7334559163
112232,141083.8742703470
112233,25396.5843438516
112234,44083.2685147115
112235,19116.0500234553
112236,100155.4045349720
112237,357572.7815138020
112238,30111.9961245235
112239,30157.5945712887
112240,26115.6174155395
112241,12839.7490406508
112242,32809.9849710400
112243,92875.8243110924
112244,178271.3344489340
112245,100334.5431983280
112246,48213.0882336602
112247,437349.0067109620
112248,74138.7161675323
112249,10709.5369883983
112250,45775.0290533832
112251,49901.1101368613
112252,51487.0743394952
112253,11823.3086994388
112254,279568.6048022090
112255,37865.1344327028
112256,25179.5860581283
112257,26215.2341213677
112258,508899.3329066050
112259,146646.8322558140
112260,130057.9634955800
112261,351156.3999319840
112262,94660.3478201388
112263,26032.3254133066
112264,67655.1063131484
112265,19691.7631444338
112266,35402.7956499777
112267,34875.7135036317
112268,66350.3416885768
112269,377551.0647128440
112270,17837.2689492770
112271,68200.1823047662
112272,95549.6237586690
112273,151569.9932193170
112274,12978.4545843976
112275,158031.9104589830
112276,233117.7843299400
112277,49985.3649614018
112278,26540.2249291033
112279,27131.6428392648
112280,144886.3847095720
112281,46957.1148829365
112282,213060.9153717060
112283,82339.7557748259
112284,63868.3919281388
112285,70372.2848047455
112286,49513.8081572978
112287,26199.6804807420
112288,69118.2497678368
112289,217365.1458831330
112290,168957.0940124640
112291,24754.1903912924
112292,592318.0444456940
112293,19609.8428912743
112294,328605.9176310320
112295,44489.6052975271
112296,198532.5810436970
112297,39096.8029607392
112298,34818.1364769122
112299,25151.9647705043
112300,23092.9818584676
112301,18929.2216972135
112302,27081.3431172144
112303,16556.1502635530
112304,206899.7423196240
112305,17014.8717932015
112306,52432.5469695559
112307,30301.5272977340
112308,92862.8180778599
112309,45857.4683879777
112310,27516.6520331624
112311,104700.6361347080
112312,30770.2951981903
112313,93988.1485855024
112314,17331.6490375899
112315,215285.0636721310
112316,23582.2973326144
112317,32797.9938963170
112318,21544.7067602975
112319,9497.0693631713
112320,822759.0059096420
112321,32678.0611151822
112322,26850.1808469536
112323,112155.0640356630
112324,358416.2152632080
112325,227207.3693998720
112326,112514.9253218320
112327,185495.1810784270
112328,100017.1612196660
112329,157739.2900948250
112330,286264.7745226730
112331,336162.9978220660
112332,180241.6122016080
112333,321938.8166231470
112334,235516.4493908570
112335,59950.6601274175
112336,17650.3121917981
112337,235545.2632619610
112338,305016.7520020850
112339,225038.8150678220
112340,33607.5454465778
112341,1162625.5945281900
112342,33518.6881751535
112343,40268.3760524429
112344,39216.3389015672
112345,30915.4276193800
112346,93970.7930760354
112347,15676.7837881486
112348,16182.4253430561
112349,16696.7940146432
112350,87668.5967896056
112351,31462.4202670129
112352,57984.2218273361
112353,12204.8120475844
112354,131334.7764745380
112355,60433.0061410295
112356,53069.4435363599
112357,50676.0384999851
112358,77423.1868727617
112359,35552.1321493524
112360,26771.3511004827
112361,156235.1043786390
112362,75038.2907299111
112363,57888.7465314037
112364,8660.6150920060
112365,15533.2299639543
112366,23765.6593983759
112367,34116.5013332717
112368,41027.2779481119
112369,154381.6672456850
112370,9253.8767032446
112371,342700.3239299680
112372,113492.1130375020
112373,43266.9344745022
112374,20422.8141883456
112375,40084.5861329031
112376,90958.9457662239
112377,115799.5125910710
112378,60019.0920924561
112379,102023.9809942480
112380,59330.5812033347
112381,55436.7887746931
112382,105207.5791864880
112383,37216.6385255822
112384,223801.2790797000
112385,21923.7952997208
112386,166033.9669570930
112387,66639.8040010281
112388,31960.4981291982
112389,37044.7792601561
112390,24000.6355895130
112391,24093.6948406082
112392,89157.8223062701
112393,47990.6420590307
112394,46218.5062639912
112395,22851.0278749447
112396,86017.6764880769
112397,32933.4954120045
112398,458540.3356954880
112399,93875.2695508662
112400,44349.7552733264
112401,120796.4749425730
112402,755183.5253036940
112403,162751.1571514310
112404,85370.1278654111
112405,36344.1502805897
112406,15910.5568202783
112407,21140.8360265458
112408,29565.7785308693
112409,65835.7091259375
112410,18864.4482058086
112411,111582.5017070770
112412,109679.3543742480
112413,16783.3312403598
112414,59886.3158092589
112415,142098.2930250030
112416,85358.9382813380
112417,88293.0599226699
112418,41643.8829072282
112419,178585.5173132520
112420,40040.3019065537
112421,230271.7834935640
112422,82503.2696050679
112423,47222.8526884635
112424,18278.5037572826
112425,14902.5390575526
112426,106819.9067887510
112427,281627.7118665860
112428,164818.3101711320
112429,20966.9507431815
112430,28210.1072296980
112431,137523.5004454200
112432,22172.5973541154
112433,109600.3547684060
112434,19945.9559823532
112435,32194.8466080409
112436,53285.0120011819
112437,58605.6664846274
112438,80120.1289158191
112439,21548.3155178532
112440,231204.7563944180
112441,26957.4280701222
112442,286467.7432929900
112443,58277.0956646063
112444,36755.2485157353
112445,61617.1661277458
112446,479751.3846700610
112447,731835.7465160130
112448,66193.9207742778
112449,75470.7393412385
112450,29902.4302168212
112451,109606.3425133640
112452,19846.5663928403
112453,34137.7683193855
112454,106071.2481016480
112455,668640.6998932990
112456,42822.8123896864
112457,204998.0823675180
112458,91955.2369623420
112459,33752.9664685352
112460,67634.5478039420
112461,409844.5989243440
112462,87235.9258241342
112463,62155.9279301191
112464,56871.2819986506
112465,149512.6587691860
112466,158287.7553268140
112467,25247.2516124467
112468,16913.4321592945
112469,49655.2681234434
112470,25207.3551227694
112471,42657.0572823714
112472,154283.5074275610
112473,67868.1261140510
112474,22932.7807772327
112475,88176.3818698881
112476,72599.8375472769
112477,45754.3280407549
112478,76376.9306541207
112479,23284.8291497167
112480,52131.5597527080
112481,137636.8908514640
112482,54516.8625246879
112483,311988.2987940060
112484,66919.2889309140
112485,89718.1704690677
112486,13276.6543494389
112487,17968.1577029113
112488,123737.1937400220
112489,44483.4221377444
112490,315671.1675567450
112491,73668.5654636669
112492,47269.7844102094
112493,360905.8257638680
112494,21723.3843261815
112495,13109.5932878561
112496,15560.7945371362
112497,207960.3112796270
112498,26657.6062590058
112499,37508.5309188032
112500,22196.5540579657
112501,50852.8440714410
112502,63848.1742414163
112503,41051.9298410907
112504,49045.4510276347
112505,18171.9879894310
112506,66009.6586208312
112507,94779.9862877800
112508,69904.3746397402
112509,19785.7303670606
112510,25317.6325202789
112511,130650.2806483870
112512,20161.3521487802
112513,54681.6732192721
112514,34210.9133915447
112515,86521.7465098929
112516,82104.7246913759
112517,18194.1791182066
112518,69716.8999747402
112519,16640.1886230697
112520,29628.1786312763
112521,156857.8636712540
112522,56901.3303233862
112523,33094.3170240155
112524,63823.3522263186
112525,13984.0410710060
112526,23375.4005606490
112527,33017.4047802828
112528,18113.6766111633
112529,19881.7948872609
112530,86427.3717706648
112531,129980.3395704200
112532,148972.0801334990
112533,101829.9641954990
112534,217676.7969194350
112535,60243.2396910647
112536,102386.3349602270
112537,49159.3484194258
112538,9160.4245531762
112539,154165.0280224970
112540,15753.7003964774
112541,68308.8280142669
112542,178285.3072419430
112543,61264.8172090327
112544,221035.0756540670
112545,31110.7404109811
112546,20180.9092978456
112547,103075.5540735890
112548,456026.0613793400
112549,86262.3793913122
112550,91709.4212473507
112551,16886.1682388352
112552,138523.7555999990
112553,46107.0315886856
112554,84712.9238566931
112555,20256.4770892093
112556,76220.8560142654
112557,66845.3205454877
112558,90325.8613568587
112559,44872.8151043062
112560,57102.3269407403
112561,159752.4254984490
112562,15531.2827089544
112563,132833.9799357570
112564,383485.0073631940
112565,130569.2761689890
112566,24924.9942038232
112567,23541.1469878942
112568,39868.5659744536
112569,112995.0473341450
112570,22283.0144272603
112571,115250.5790759130
112572,148049.8391199240
112573,14362.0205307530
112574,114191.6341837480
112575,67741.5486030061
112576,65758.3808527030
112577,359733.8115303660
112578,415473.7194831970
112579,77695.7947089780
112580,135146.3821836850
112581,42306.9593485190
112582,32761.7324528980
112583,18145.9738341657
112584,169034.5715233250
112585,30735.9703263292
112586,11193.5400745866
112587,132259.7161173200
112588,80623.2276279811
112589,159449.2478352500
112590,19278.1641761922
112591,122746.0007534240
112592,20664.8723968523
112593,26860.7057790062
112594,39543.4884782138
112595,36231.7720585952
112596,60015.0064854802
112597,39866.3354761040
112598,38492.6880223969
112599,12211.2175400619
112600,17435.8335060519
112601,129752.7539522750
112602,35510.8776468136
112603,56502.4061503272
112604,153326.2023072610
112605,27539.1545452742
112606,50957.9359047058
112607,54091.1324464226
112608,81426.0912744468
112609,174269.1578421600
112610,76731.1842158304
112611,166662.5257561960
112612,176280.4029480960
112613,97777.7878247766
112614,168811.7653015650
112615,75551.0589979370
112616,113337.2262367770
112617,88460.6364918288
112618,275014.2153919990
112619,28590.7451478763
112620,14140.8051426479
112621,11601.8745651406
112622,129006.0901850670
112623,57186.2997509655
112624,29182.8170229629
112625,32054.5376102390
112626,131349.6578483530
112627,21746.9147923334
112628,42905.3358693283
112629,26937.7829325972
112630,37166.4300843068
112631,66558.2340966795
112632,182451.7597666590
112633,128778.5029587220
112634,13898.8691791837
112635,37483.4042808623
112636,50976.1596957080
112637,161794.6728150690
112638,14849.3685956086
112639,62116.6977262626
112640,15977.6501608980
112641,22006.8989990783
112642,231738.0436882150
112643,46474.2946654084
112644,111061.2743400600
112645,41501.6251826183
112646,20286.8226779248
112647,13116.6552139044
112648,47546.2012990405
112649,20266.6066542465
112650,22952.5699569590
112651,45303.5315843372
112652,12655.2641784820
112653,14105.9276582585
112654,34978.6470654704
112655,24890.4548718844
112656,22188.0206664495
112657,310710.5132365790
112658,568159.5261630440
112659,114970.9290400870
112660,37701.7847891324
112661,170095.3547235090
112662,90144.6503610647
112663,91343.9930195008
112664,174923.2458774870
112665,405681.1624072460
112666,105023.1926401490
112667,31518.0183972963
112668,49159.5726847490
112669,125390.9540983580
112670,15172.2317967259
112671,186781.7688922510
112672,101910.4654223590
112673,56470.3169218772
112674,22990.2905526503
112675,46431.7329228603
112676,39231.0611757746
112677,45349.8831541103
112678,27445.5771281478
112679,91553.4548527533
112680,109575.5116518420
112681,21476.5263003571
112682,112366.0023085930
112683,18866.7249181155
112684,299655.0143004640
112685,26397.1227086186
112686,40427.9874827335
112687,28220.9395853933
112688,43843.3468791585
112689,109747.2213644950
112690,39452.9253903735
112691,35195.1748934934
112692,28598.9343518394
112693,114694.1800080500
112694,20165.5438787289
112695,156306.9274635710
112696,179773.8111250810
112697,104019.3929212560
112698,86638.1306527197
112699,239895.7376674500
112700,230658.6036881550
112701,368108.7600825020
112702,120997.4857920120
112703,22348.3357530800
112704,53187.7613358364
112705,208701.8558655820
112706,58375.7261587344
112707,25586.7048996990
112708,98567.7610603758
112709,137325.5414086490
112710,48260.4346254430
112711,71578.1079151646
112712,13059.0129167698
112713,69092.6787736426
112714,97979.2422236174
112715,103384.5213430890
112716,13018.8099129510
112717,11218.4318748281
112718,78842.8119417861
112719,54879.3282714276
112720,19754.7716699383
112721,29936.4013215458
112722,26838.1247708097
112723,21555.4696345394
112724,54774.5538750853
112725,53565.8977010693
112726,18515.4381686689
112727,44730.8955275848
112728,153683.9957617500
112729,44901.3356411413
112730,24552.0560372101
112731,40743.6395092803
112732,10893.8598551748
112733,47882.0098051397
112734,117329.9497110060
112735,8885.7437360446
112736,71483.9477163897
112737,48428.8335545519
112738,402108.6014213730
112739,41050.0525619868
112740,88713.5239816107
112741,21094.4044369446
112742,25287.4807628456
112743,27910.4765840157
112744,107010.7937386330
112745,157773.9973869250
112746,22763.0713156844
112747,79369.7957896266
112748,286053.4925808320
112749,36999.1990482449
112750,11740.2325240301
112751,445367.4515036550
112752,44574.8401618260
112753,33790.3436918010
112754,80978.7880760938
112755,33145.1487811316
112756,50137.4423877792
112757,68959.0235353481
112758,19600.9847901216
112759,11426.0285942180
112760,24659.3188451757
112761,71673.3067584981
112762,337182.3634510790
112763,13348.4946382771
112764,170608.1748557520
112765,8097.2919651753
112766,77709.0817490183
112767,738172.9249155130
112768,22850.4749644313
112769,112264.1683977630
112770,29860.5687620968
112771,80920.1777196270
112772,24553.2350047302
112773,88381.8110249160
112774,28264.0313511612
112775,45873.1080634332
112776,16730.2534733588
112777,16457.7695882524
112778,642651.3194002010
112779,187337.7938716030
112780,154795.9996370230
112781,88507.5638873213
112782,43470.7981475630
112783,31600.2785324363
112784,27789.2713232294
112785,24164.8766502686
112786,93801.2717722733
112787,55703.0400424601
112788,32462.5216994890
112789,66787.1586091628
112790,114921.6919999870
112791,154475.4904781600
112792,14421.8634883038
112793,43431.7098419167
112794,625835.9079307000
112795,17412.1138076597
112796,49394.0888767175
112797,47822.6374322951
112798,62429.6585163297
112799,115354.5826271370
112800,31325.9236115611
112801,23142.3477998051
112802,166667.4467404360
112803,485677.5808280110
112804,39973.6163681447
112805,38602.0971970093
112806,12986.7592890601
112807,14861.7831440947
112808,269630.9273163230
112809,32244.1397672383
112810,168049.5560959570
112811,125426.0048581880
112812,72851.4921964545
112813,180822.1986351500
112814,30230.5895028041
112815,53735.4204668318
112816,19996.9568232747
112817,80817.1176160317
112818,47318.4554500339
112819,56819.8448719360
112820,355897.0928350010
112821,13773.5997113962
112822,25918.5999351014
112823,26916.1498289768
112824,20027.1714789421
112825,36797.0814151291
112826,56907.1661303192
112827,51241.0549640575
112828,61792.6187849626
112829,15314.0917084816
112830,50369.5110249883
112831,95075.5849766185
112832,51422.3100445711
112833,170569.5951144360
112834,24452.8482925587
112835,152138.9982674550
112836,36065.6728332509
112837,114074.6879384020
112838,393475.6152425680
112839,33047.8763843395
112840,79065.8518481860
112841,120420.7365832020
112842,208824.1002918610
112843,61247.4995155637
112844,38875.5114018979
112845,28862.0337768828
112846,253925.1440995470
112847,32941.8142247303
112848,186066.5603718600
112849,115780.3877163570
112850,158679.1036322730
112851,165469.2022269280
112852,19651.8402702634
112853,223881.6440445430
112854,41340.8735976829
112855,300268.4592272250
112856,28452.6960903423
112857,23042.7053029595
112858,27327.5945843306
112859,133539.7103348870
112860,46622.2735650449
112861,183279.0809508330
112862,20787.9829114218
112863,54440.6894438892
112864,175197.9835552570
112865,15564.5857798282
112866,275531.5141887220
112867,23527.5878758226
112868,41301.3234538858
112869,72508.5526187133
112870,67921.0213245690
112871,132508.5628475740
112872,18130.2399847704
112873,166313.2917187270
112874,87849.4751164613
112875,77424.4974695365
112876,218153.5880242660
112877,27035.0534677098
112878,338819.0855710500
112879,298603.7869613410
112880,29407.7858941423
112881,32462.0738674890
112882,420497.9385575910
112883,26073.5789908750
112884,7042.7449225897
112885,55736.0863955354
112886,57946.1373598712
112887,15008.7920349155
112888,123143.4595141000
112889,68824.0392637714
112890,156932.0810919670
112891,93738.0769757511
112892,45557.8960783413
112893,31404.5415696554
112894,268414.0347742960
112895,14203.6409542634
112896,8171.7005707777
112897,40425.6087204669
112898,150545.2876220880
112899,21953.1454217736
112900,58070.6601514101
112901,49793.1515918824
112902,33689.7602970575
112903,168815.6239521560
112904,232557.7220205900
112905,38270.4108357079
112906,37019.9753556201
112907,8938.0445001710
112908,9981.7390367260
112909,466690.8941747960
112910,93789.7905068108
112911,48603.7961556573
112912,25320.1830757403
112913,61465.1143200058
112914,20966.4050809640
112915,181569.2697389110
112916,272976.6882655430
112917,80176.9397179004
112918,65598.1674308227
112919,30822.2891246281
112920,23269.6999327364
112921,19120.3155100045
112922,159121.3683035330
112923,117864.5197713510
112924,68323.7522882995
112925,178513.6290023250
112926,21375.0301887026
112927,17239.9543905637
112928,12632.2192321383
112929,66750.1126038055
112930,580633.5643509270
112931,50689.2334789671
112932,192965.8088571950
112933,20444.2651734642
112934,55170.5933898360
112935,57195.3453725942
112936,117241.6847062580
112937,420841.6551452450
112938,39998.7649355738
112939,10046.2867474409
112940,58629.9168303875
112941,335905.7985008800
112942,8458.4751041081
112943,317700.1886003650
112944,31570.9604704395
112945,140089.9410420490
112946,69495.5321741525
112947,49507.5969427397
112948,29782.4782185187
112949,29419.9214506547
112950,158550.9778288770
112951,29279.0114416568
112952,17531.1129765354
112953,20469.8461331032
112954,62761.6781434227
112955,11059.2768362143
112956,19333.8371377866
112957,24160.3027794129
112958,626862.2240392370
112959,55819.7462449545
112960,57690.3946111740
112961,300643.2824223160
112962,80095.7104339127
112963,101249.8298565840
112964,18260.4410614619
112965,24868.1170156649
112966,608090.2249198500
112967,32160.3435171609
112968,11600.5604739542
112969,69346.3761265172
112970,15991.7009470650
112971,59276.7985528085
112972,169163.5250162940
112973,29584.1642184335
112974,71390.6618311102
112975,28193.5428747157
112976,16882.4945966382
112977,20011.3535690744
112978,104206.0901253640
112979,218892.3895550350
112980,655026.2057701080
112981,54464.7796322717
112982,31941.1109274623
112983,78726.8100324409
112984,12449.1849823211
112985,24742.1484933109
112986,17926.1869745807
112987,18345.5711469232
112988,28800.5328332476
112989,59834.0270422679
112990,67375.2743995701
112991,35778.3480495973
112992,19706.6420168617
112993,100741.4089746070
112994,18448.6968111325
112995,146376.5971540240
112996,14231.8710464181
112997,385765.0479436730
112998,21049.3023111551
112999,39825.2377393406
113000,10271.9094822605
113001,30025.5342052353
113002,32473.5889854274
113003,72098.1115733870
113004,98804.9442741350
113005,32189.8723340801
113006,23997.6437713761
113007,13133.9412885327
113008,29351.5194558021
113009,20654.4346068124
113010,30244.1075111449
113011,38780.9847959567
113012,29819.7084892191
113013,22643.4608800983
113014,68285.4607739971
113015,129996.4760196040
113016,353213.9937106840
113017,61910.8409249187
113018,50949.3411080580
113019,143285.6775438490
113020,34827.3606825507
113021,25621.2056997321
113022,61412.0205823303
113023,64383.1539114077
113024,60858.7832255898
113025,23702.7694691124
113026,18482.9661365394
113027,23987.2986155001
113028,18746.0304122953
113029,140410.2789517180
113030,70690.8995987356
113031,51276.7434005139
113032,20620.3231603896
113033,110470.9167721890
113034,28121.5230536010
113035,30382.9834948890
113036,138590.8420777420
113037,85210.3540247177
113038,70568.3699348923
113039,82788.6141963784
113040,31055.5668963151
113041,25455.5140940352
113042,190482.8176435480
113043,15022.7996097453
113044,247742.8281748170
113045,736837.6635096020
113046,32858.5953909300
113047,27087.9694370065
113048,16545.7084610273
113049,108079.6320160280
113050,116060.9490274300
113051,95309.9693001962
113052,14081.2960781144
113053,61348.8347244933
113054,67879.5734797818
113055,26566.7967003255
113056,82693.9336835304
113057,30294.6978218453
113058,13008.0754108020
113059,57272.0725899366
113060,75156.3642759687
113061,22232.9972767998
113062,75668.2590766775
113063,187753.4854979120
113064,90618.7324661685
113065,20242.5507558355
113066,23764.3415813187
113067,59831.2503220308
113068,78746.4472872066
113069,19331.1566376641
113070,95340.1704437168
113071,181210.3199057760
113072,23537.2896734433
113073,291043.5647665440
113074,140914.4199084030
113075,23120.3227192727
113076,93747.2571930694
113077,52928.4092212374
113078,28440.1450095304
113079,75365.8971732700
113080,64210.9983373386
113081,26669.8016468618
113082,24464.3419450483
113083,40683.4211331169
113084,70819.9213383770
113085,34772.1765237275
113086,188860.7510688910
113087,620716.5260892780
113088,35605.5708413543
113089,236400.8887033280
113090,30622.0274808438
113091,30525.0493803400
113092,78845.2905834738
113093,41193.4623744881
113094,153904.3004116730
113095,109934.7679342700
113096,54747.3131026743
113097,52981.9896113863
113098,239128.5872437940
113099,15716.7100226983
113100,32525.6852866033
113101,272742.8859801630
113102,259382.7472299800
113103,36194.6790505226
113104,37798.7751322927
113105,22012.4484241764
113106,105301.5911128460
113107,105877.5693800230
113108,165294.1135369470
113109,17081.7556935027
113110,54014.6933263360
113111,128293.6560190250
113112,61637.7023813958
113113,95867.4192154020
113114,44053.7702413470
113115,41466.1004969156
113116,55203.0017114551
113117,183146.6749444550
113118,9499.4476972134
113119,197918.5554787200
113120,83002.9199017427
113121,44001.7248984112
113122,117666.7325795650
113123,422539.4888754750
113124,28322.2082382092
113125,146009.4029525330
113126,103930.8065959720
113127,58247.9348464899
113128,34206.5458823133
113129,201700.4564453480
113130,156226.1344883570
113131,66590.2293008866
113132,102638.3624473070
113133,74669.7139238346
113134,393908.2452669750
113135,77386.3237482333
113136,67826.1575535545
113137,36936.5261323189
113138,72875.7275847121
113139,102019.9493871850
113140,133872.9658707940
113141,64800.3127613648
113142,27687.8634707778
113143,30507.8020086002
113144,175262.8728625130
113145,86613.0781636661
113146,50778.7650728175
113147,17926.5481964139
113148,181378.6096232520
113149,41708.3199471765
113150,23794.1816359833
113151,26156.5964757209
113152,48971.7267186695
113153,236379.2349341430
113154,112693.0571754550
113155,32323.7077902783
113156,614031.4014524020
113157,147254.9598320280
113158,29711.5096508437
113159,223909.3847618230
113160,30231.2325605108
113161,152537.8792121330
113162,62851.7257106264
113163,17801.0261921667
113164,29242.0974339214
113165,234668.5239871400
113166,32339.7873152365
113167,161221.6136507740
113168,37709.4037388330
113169,37323.3237749929
113170,206461.1914903740
113171,51957.9860723223
113172,67481.3099930492
113173,27694.8027921713
113174,89374.9639546410
113175,45986.4913690577
113176,95682.1525533061
113177,84150.9832694281
113178,32095.5845474617
113179,21766.5542513261
113180,35835.3240402146
113181,40708.9357733757
113182,15592.3742871629
113183,12610.5245077753
113184,33162.9051370863
113185,77750.1420768524
113186,148471.4041666050
113187,149064.4084719620
113188,24643.8913655050
113189,142731.5537048740
113190,35392.1635670466
113191,25867.9359249043
113192,21494.2031571028
113193,116659.6250641350
113194,38245.2810433637
113195,224349.1469340170
113196,20535.2839039598
113197,721386.3812147730
113198,133031.5080470220
113199,35589.5228808867
113200,23810.1219533341
113201,28612.8959868060
113202,27873.1453556119
113203,13149.9416185826
113204,159369.8079034050
113205,837441.4421655140
113206,58878.3834448578
113207,10655.9526266497
113208,194720.9137733210
113209,117447.9737522000
113210,84972.9835837346
113211,45540.5916044487
113212,77076.1524498282
113213,61456.0008990518
113214,18730.9587444400
113215,70355.9529699074
113216,78685.9855166631
113217,25915.4299440650
113218,21717.1600983220
113219,17671.0343545923
113220,158530.1552626490
113221,20338.7514291133
113222,27511.6140189005
113223,110148.7411581140
113224,25101.2592000016
113225,79028.8899502149
113226,49382.6690791367
113227,80206.8676506256
113228,29812.8876483181
113229,14513.9574382591
113230,27857.7570410260
113231,51666.8748676600
113232,266067.0556849590
113233,38178.4904609759
113234,23321.1322376172
113235,176993.9196524210
113236,44365.0809035731
113237,206515.0489104200
113238,60289.8837022322
113239,15743.5175554071
113240,59148.0181640328
113241,116511.8528237710
113242,101575.7541021790
113243,100522.4154960660
113244,32577.2148938061
113245,89956.2700667840
113246,68316.1203072911
113247,53969.1034249599
113248,63276.5415313903
113249,66843.2447538331
113250,290324.6150781170
113251,74075.9842956469
113252,32667.5153573454
113253,15701.7536397638
113254,70737.0015205276
113255,244653.0707242830
113256,26143.3369815419
113257,147953.8051887740
113258,16467.1532316610
113259,17516.0974387992
113260,49008.5762522832
113261,27299.2016524903
113262,59275.2728379309
113263,570833.7579574240
113264,12402.7662196841
